comment,sentiment
前台的许烁锐服务态度很好 给我弄了网店下单门店自提给我省了好多钱,1
余伟龙帮我做了店头自己提货省了几十块钱非常满意很棒,1
不错活动价比较实惠门店自提也很方便,1
店里等结账的人太多 服务员让我们自助下单自提 很是方便,1
在实体店里看到售价99网店一看79立马网店下单选择实体店自提不要太方便哈哈哈,1
差评实体店自提为了尺寸不合适可以调换取货后感觉是样品太久了磨毛的感觉包子性格也就这样了但实体店自提不会再体验了,0
优衣库凯德广场店王鑫给我带来的门店自提很不错加油,1
自提下单的 优惠了不少,1
旗舰店买的来这里自提收银员莫婷小姐姐服务态度超好很满意,1
门店自提的 店员不太专业 给他看短信却让我自己去把衣服找过来,0
门店提货速度很慢等很久,0
不经常过来今天购物体验极好小姐姐很热情付聪聪小姐姐很有耐心推荐门店自提的方法很方便划算很满意之后会是常客哦,1
门店自提就是系统不成熟换货都一定要去自提店还没货折腾,0
比店里便宜店里试了网上下单选自提竟然没货不懂为什么裙子版型很好比往年的好多了不会显胯宽,0
满意门店自提积极热情有耐心服务周到,1
卖场整洁干净舒适卖场引导特别好收银迅速准确试衣间引导非常棒店员张迪为我推荐了很棒的t恤非常满意还推荐我淘宝下单门店自提免排队很愉快的购物,1
店员都很热情门店自提业务也很好给我们顾客节省了很多时间,1
衣服本身不错但门店自提的款式越来越少门店活动也没旗舰店多,0
收银台服务很好推荐了我门店发货省了40元太棒了试衣间服务很好退换货服务方便门店自提很棒,1
店里199网上129实体店自提非常好,1
门店自提简直太方便了良心品牌,1
试衣间何思雨微笑服务很好 前台唐小兰微笑服务很好 有推荐会员和门店自提 卖场服务很好,1
前台穿不二家的小张姐姐太可爱非常热情 门店自提非常快速而且还pian?ypianyi,1
门店自提的很方便直接凭码取货就行了价格便宜很凉快,1
穿着很舒服就是到店自提遇到点麻烦店员业务不熟练造成的,0
吴恩宇告诉我可以门店自提下次还会来优衣库服务态度好唷,1
这届优衣库有点坑 这件衣服很早之前就实体店149了 但是我想着双十一应该便宜一些吧 于是等最后双十一居然149 我选的到店提货 真的是没有太有诚意啊 羽绒服很薄,0
来市府恒隆吃饭去优衣库溜达时候看见短裤打折了可是没有尺码多亏吉野帮我找其他店铺让我下门店自提才买到,1
门店自提取货非常迅速 工作人员态度也很好 还会再选择赛格店自提,1
非常好非常有耐心非常亲切还会帮忙门店自提下单真的很优秀,1
服务员非常耐心的找尺码颜色帮忙找衣服非常辛苦态度很好结款的时候还推荐了门店自提减钱就是信号不太好,0
比起去年的龙珠幽游海贼王的UT材料要更厚一点领口也要更紧一点感觉上偏小一点点门店自提的明天去门店试试大一个尺寸的现在也能穿但反复的和去年的比就小了一点点,0
今天在优衣库自提了一件衣服网上没有号了在门店自提的员工段碗露很耐心谢谢,1
看见上架就下单了第一次使用网上购买线下自提很是方便很喜欢背面的图案整体好评,1
服务非常棒导购人员回答问题很热心自提商品过程也很顺利满意,1
20190515王晓纪主动帮我拿购物筐帮忙找衣服尺码很准确很感谢教我用门店自提服务省了20,1
卖场蔡碧娟一直帮我找商品服务很周到有礼貌哦断码的商品也会帮忙推荐别的教我网上门店自提很实惠,1
裤子很好很划算就是自提的时候裤子有点小了可惜门店不给换一个尺码也能穿有点小遗憾吧下次自提一定要在门店试好再在网店买,0
不错不错 店里取货 虽然喜欢的颜色没有码数 还是不错的,1
门店自提第一次感觉服务不行164身高118斤m合身L稍宽松,0
很感谢黄晓淇的服务自提的时候很耐心服务很周到奶思,1
线下自提  很好哦,1
有个短头发的小女孩推荐我门店自提说防晒的网上便宜真是感动,1
就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动就是店里自取等得有点久其他都挺好的比店里便宜希望多多做活动,0
门店自提上身效果棒尺码宽松,1
非常满意黄琦小帅哥热情的给我推荐门店自提,1
没想到 陪妈妈一块买衣服还买到了很喜欢的神奇宝贝而且前台的小哥还帮我做了门店自提便宜了好多不错,1
我觉得优衣库的服务态度太好了我今天有个叫谢雨红的小姐姐推荐我门店自提省了钱太谢谢她了,1
这家店铺员工的服务态度挺好的推荐了门店自提还有优惠,1
程继超很好耐心教我门店自提帮我剩了不少钱,1
想在门店用到店自提的一个订单然后领取30元的代金券结果费劲30分钟要么买的东西门店有然后网上没有要么就是门店这边狗屁信号没有选个门店折腾半个小时转了三圈还是没信号既然想推广小程序这个东西为什么就不能完善一下呢这种垃圾体验谁还用啊工作人员也没能及时帮助我们去解决就知道傻等着给我结账太差劲儿了,0
前台推荐自提很好,1
在实体店试过特别喜欢前边的图案就网店下单实体店自提对比网上同价位买的短袖优衣库的明显更舒服更薄一些透气性更好不愧是性价比之王,1
体验了一下优衣库的门店自提省去了排队的时间,1
特别感谢营业员任玄辉推荐的商品还推荐了在网上购买店铺拿货的门店自提优惠力度非常大,1
门店自提很方便的,1
贺斌的服务让我很满意还主动推荐我做门店提货省了不少钱非常好,1
选择门店自提先说要我自己去找花时间找到了排队又说已经早准备好了真是浪费时间,0
门店自提的速度很快让我觉得很满意只有优衣库的服务才如此贴心,1
非常满意非常开心嘻嘻嘻嘻门店自提真的非常优惠,1
服务态度很好  会继续光临的  还学会了门店自提服务 加油,1
前台能够告诉我怎么自提商品并告知我自提需要注意的事项,1
在店里面看的短袖79有个小姐姐告诉我网上下单会便宜￥20可以选择门店自提哇塞简直太棒了爱死呀果断下单哈哈,1
线下自提的挺好,1
店内一直在广播可以用淘宝购物选择门店自取但是部分商品缺货问店员他们只告诉我在门店直接拿吧,0
陈施羽让我做自提省钱了很多很好的一次购物体验,1
对许美娴员工非常满意 门店自提很迅速,1
雷小凤很好很热情 门店自提很棒哈哈哈哈啊哈哈哈,1
比门店便宜提货快,1
假期期间人手不足经验不足门店自提想当场换尺寸看也不看说没货三楼二楼明明尺寸颜色都有到三楼柜台想换说不会操作要回五楼表示不满后顾客建议员工上楼帮助更换换后要求签退货单可能是内部流程自提是为了方便反而非常麻烦希望能改善操作流程加强培训,0
在门店提的比网上买快多了穿着挺舒服的就是长了点,0
店员推荐了网上购买门店自提还是非常方便的,1
没记下姓名不是针对个人但是开始我就先询问了是否可以网店下单门店自提开始说可以等我全选完了另一个人居然又告知我系统暂时不支持我不敢说自己的时间有多珍贵但是作为在职哺乳期妈妈抽出时间出来选购父亲节礼物也是很不容易直奔优衣库因为认同这里的服务和质量但这次很不满系统不支持为什么有员工不知道浪费顾客的时间难道不该道歉吗系统什么时候恢复也没有确切答案这是优衣库该有的服务好不容易出来趟一无所获还搞得心累失望,0
店员很好长得也好看 还教我门店自提简直太好了,1
陈朦挺不错没有的衣服推荐别的店铺自提很方便,1
门店自提很满意 前台很好,1
李亚奇很主动接待了我主动向我介绍了衣服搭配推荐了门店自提,1
刘怡君投票满意的员工门店自提非常方便会再来的,1
门店自提真的特别方便来店里就能拿衣服不用自己挑很久,1
小姑娘教我如何门店自提非常有耐心比门店优惠50块钱谢谢,1
网上黑色没有M码门店自提有货门店价格贵50开心,1
第一次尝试自提挺快的店里衣服就几件可选每件都有点瑕疵沾在上面的粉底什么的,0
王鑫在前台帮助我门店自提优衣库衣服真的特别好看,1
吴晓林买单很快推荐网上下单门店自提便宜了40块,1
皮带蛮细的有点硬感觉还行线下提的店里也卖79,0
新理想最好自提超级棒超级快下次还来,1
不错不错门店自提适合知道自己码的操作我换了两个号麻烦店员了不错不错门店自提适合知道自己码的操作我换了两个号麻烦店员了门店有的款更加便宜而码全下次直接店里选,0
去世贸天阶店自提的全程等待十分钟速度还算可以身高164体重65公斤参考评价里的身高体重和衣服标注的尺寸选了最大码结果真心大腰围和臀围都大建议还是要去店里试一下再买效果嘛我自己觉得很好看穿上刚好碰到地面两米大长腿可是男朋友说显胖大概直男审美没办法因为时间太急没顾得上换号再小一码应该效果会更好些,1
双旦搞活动买啦一大堆大小小孩有十多件有一半是在网店自提的刚开始全部买大了小孩穿得像唱戏的一样后来没办法又拿到店里面去换虽然换的过程有点不愉快打折的价格还是挺实惠的给这些衣服好评,0
不错老款了每次都看到优衣库的东西搞活动性价比还行每次搞活动都要买一大波忠实粉丝但是衣服有点偏大所以一般都买小一号而且优衣库的唯一一个可以线下提货的品牌相信它网上和线下的东西是一样的每次新品质量肯定不错后面几批会稍微次一点总结的买优衣库的经验,0
碰巧那天没网络不过卢加富很努力的推荐我自提,0
质量一般会起皱很多时候都是机器人回复达不到咨询效果服务态度差评自己上门提货的实体店出货人员服务态度也差从进店到拿衣服离开发现工作人员都是黑口黑面,0
去店里提货 体验感很差 但是衣服还可以啦 推荐,0
店铺排队挺多店员推荐了自提感谢,1
一只喜欢来优衣库逛商品多服务好店员张杰帮忙操作门店自提买到了心仪的产品满意的购物体验,1
店铺人好多啊排队的时候很烦躁特别感谢店员张梦琪帮我网上下单直接提货不用排队谢谢哦,1
手机不会用自提下单叫朱思雨的女孩教我怎么弄很有耐心很好的一次体验,1
门店自提很好小曾,1
布料有些薄舒适度不错相比之下没有之前买的另一款挺刮选择门店自提式快速满意,1
很感谢收银员婷婷的帮助原来网上下单也可以在店里提货主要是还帮我省了钱哈哈哈哈,1
裙子本身挺好的去实体店自提的有黑色和黄色试了之后还是拿了黄色比较提气色而且可通勤可出游适用范围比较广虽然黄色的颜色很像僧袍哈哈哈黑色比较暗沉材质很舒服很透气有点容易皱但是还在可接受范围内就是价格变得太快618刚过又到99了,1
优衣库店员超级好的推荐网上下单门店自提6/18活动力度非常大优惠了很多,1
不是很好的一次购物体验第一次去万达这家店冲着门店自提礼券满30030因为星光天地那家没有门店自提选项只能去万达这家领过礼券以后收银员告知礼券无法在门店使用本来凑了300的订单告知不能使用之后就买了290 回去研究之后发现该礼券只能在门店使用又悲催的发现礼券已经无缘无故的被使用了打电话咨询客服说23个工作日给回复结果也没有回复,0
在店里直接拿货回来发现有个破洞自己补了一下下回要注意检查,0
肩带易滑落还是背心的舒服不过第一次门店自提很方便,0
门店自提很方便而且还有优惠服务员很好很热心的告知非常感谢,1
选择门店自提是错误的选择在万象天地分店更是错上加错了中午午休时间跑去自提这家店可能是因为才开的收银员业务不熟自提时是有专门的自提点拿拿出来得纸袋子皱巴巴的里面的衣服没有一件叠的整齐全部都是团成了一团好像旧的似滴想换件衣服同款的换个颜色收银员就是整不好了耽误上班时间还有这家店是大吗整了四层楼但是二楼三楼貌似也不大但是奇怪的的同款衣服有半高领和圆领却不在同一个地方摆着一个在一楼一个在二楼整的晕头转向找不着北,0
恒隆店的优衣库衣服比较多这几天有好多活动杨素梅推荐的门店自提很方便,1
门店自提的时候刘俊豪的小伙子很有礼貌很热情的服务给他一个好评吧,1
退款太费劲拿去自提门店退货了然后网上一周都美反馈催客服也没用,0
店员梁嘉进门店自提服务态度很好很热情很满意五分好评,1
为了使用60优惠券选择了自提方式这里点名批评长春红旗街万达店店员听说是自提就爱搭不理的尤其有换货权限的女店员最后等了她好久提货提了半个小时还有为什么店里有货网店却不能能选自提,0
工作人员都很热情 很认真负责 门店自提非常快 真的很方便,1
还好门店这款有货但不能自提显示没货很不好发货好久好久寄过来也好久好久等的我很不耐烦要不是年货节比门店便宜50我肯定在门店买了体验非常差劲,0
欧阳康帮我拿自提商品很快点赞,1
衣服很好唯一的遗憾就是明明店里有货在小程序却不能选择门店自提多花了170多元,0
前台有门店自提的服务特别好,1
今天体验了一下门店自提感觉很方便收银员小哥哥很有耐心,1
段安乐推荐了门店自提省了很多钱哦,1
很迅速 线下自提服务很好 很快 @@@@@@,1
还行实体店看过的这个比实体店便宜一些不过线下取货这个真的很扯明明有货还不可以取发货能在慢点吗客服问话从来不回傲娇的很,0
谢谢李怡婷告诉我网上更优惠可以选择门店自提,1
非常好门店自提在前台做的,1
门店自提的很方便做活动买很划算啊哈哈喜欢,1
店员向我推荐了门店自提比在店里更便宜丁萱小姐姐很棒,1
试衣间蒋斌服务很热情门店自提很方便,1
店里提货很方便赞买了好多,1
经常逛优衣库门店一直支持这个品牌的确是用料不错与价格适中也经常有优惠活动已经养成了去实体店试穿看中的喜欢的款式反正不急着买记下码数官网选好放在购物车有空查看有无惊人降价优惠看到优惠二话不说就立即买了发现都很好去到门店取货并修改裤脚就行了优衣库有个好处是实体店试穿后门店买与网上买都可以很nice裤型很好本人170136斤左右这款穿175分享其他有需人参考赞,1
之前店里买了一件灰色活动便宜了50又买了一件自提觉得之前买亏了哈哈哈还是很舒服的,1
最近推出的门店自提挺好的以后在家里就可以逛优衣库了,1
不错料子很舒服门店自提很方便,1
入口的小姐姐招呼声很亲切试衣间的小哥也会很耐心的推荐门店自提,1
前台何思雨服务很好有推荐会员有推荐门店自提卖场服务很好很有热情,1
网上下单容易门店自提遇到了生手花费了一番周折,0
黄杰豪服务态度很好很耐心帮我做门店自提谢谢,1
非常好到点自取也很方便就是优惠券领取有些繁琐已经省了很多钱了送的券就无所谓了总体来说质量非常好轻便保暖性好北方冬天并不是每天都很冷所以穿这个衣服正好相当舒服,0
到线下优衣库专卖店免费折边改的裤长这点很好只是这家店的业务交接出了点问题按取货单上约定时间去取3条长裤时竞然一条都没加工过再等了他们半小时才搞好懒得投诉他们了,0
第一次尝试在线下提货非常方便可以直接去附近的优衣库选择自己喜欢的款式以及适合自己的尺码在实体店试衣服收银台结账时用天猫扫描二维码选择所在的店铺提货即可如果遇到货源不足会显示无法提货找店员很快就帮忙解决了既可以享受线上的价格又可以享受实体店的服务手动点赞,1
希望收银人员能够更专业些而不是在有客户排队等待买单时候还暂停工作在收银岗位上讨论前面自提客户防盗扣没下到底是谁的错如果有必要追究的话也请安排其他人员接班收银去合适的地方讨论,0
衣服还不错就是得小心着洗洗完掉毛但这也没办法我选的门店自提但是一个货号的不同颜色价钱可能不一样换颜色也许得加钱有趣总体来说还可以,0
裤子不错618买的线下门店自提面料不错颜色正常穿着挺舒服的上身效果好建议去优衣库线下店铺试穿一下再买弹性不错穿着有点西裤的感觉可休闲穿可正式场合穿不错好评,1
推荐会员网上优惠门店自提推荐,1
门店自提的方式很方便快捷的还会再来选购的,1
店员韩蕾收银前台服务很热情很喜欢超有耐心的小姑娘门店自提提示,1
实体店去自提的换了小一号裤腰特别不好提,0
付春媛小姐姐推荐的门店自提很优惠,1
早就看好咯趁活动买的门店自提就是配货有点慢希望我的淘气值能涨以前在天猫淘宝上买东西都是系统自动好评花了好多好多钱淘气值涨的也不多后来才知道淘宝评论可以涨淘气值才知道评论的重要性怪不得看好多人说废话也要大段的评论所以以后不论买什么东西我都打算把这段话复制粘贴下来然后再写宝贝评论,0
优衣库的门店自提非常快非常节省我们的时间,1
店铺自取不错很方便,1
很好每年买几件舒服比店里还便宜店里提货建议以后线上线下活动统一否则麻烦水再浑浊只要长久沉淀依然会分外澄澈人再愚钝只要足够努力一样能改写命运不要为起点太低苦恼那只是我们站立的原点人生是一场漫长的竞赛有些人笑在开始有些人却赢在最后新的一天早安,0
门店自提的 鞋子有点脏,0
有的裤子不能修改裤长自提等待时间长,0
非常速度 11点下的单 12点就可以去店里自提了 颜色很好看 不过偏大 175 60kg穿M码,0
选门店自提来提货前台的店员态度很好的说在2楼一到2楼就有人接待整个环节非常流畅服务好,1
现在购物服务升级了可以门店自提店头下单收银台小姐姐很热心迅速,1
选好衣服后由于假期排队结账的人很多看到官方旗舰店有同款就想选择线上支付门店提货可是线上却显示该店缺货看着手中一模一样的商品也没什么办法只能去乖乖排队了,0
门店自提的服务非常不错我在网上买东西然后到店里可以拿货不合适还可以当调换非常好,1
门店自提服务简直太方便了我真喜欢这个功能,1
过节了人太多导购给我介绍了两款可以门店自提的衣服,1
天猫活动很优惠店里面的员工还跑前跑后帮忙自提优秀啊,1
仓鼠球宇宙无敌可爱啊自提店里已经断货了还好早点买了,1
大拇指的店员翟慧很热情帮我推荐了门店自提服务很方便而且也很优惠,1
衣服身体很暖袖子上没有毛有点冷；门店自提的等了半小时以上店员找不到货最后还是自己去货架找的,0
裤子超舒服 在店里直接看上了 但是网上便宜就在网上买的直接取货 可以放下来当四分裤也可以挽上去当短裤 就是有一点点透 内里要穿浅色一点的,1
这家优衣库的服务员都很有礼貌要自提的很快打包好了满意也对服务员何浩祺满意,1
胡佳慧 门店自提有优惠,1
门店自提的不支持退货,0
优衣库雷小凤的态度很好 推荐了门店自提省钱,1
优衣库的商品质量很好面料舒适价格也很划算员工何露热情接待我帮我用手机下单门店自提让我体验新购物方式非常感谢,1
江兰小妹服务态度诚恳热情不太会操作门店自提帮忙操作了谢谢小妹,1
网上下单门店自提的方便快捷不需要在店里排队买单了这个裤子早就在优衣库门店试过了原价249没有购网上有活动149果断入手了棉麻的夏天穿也不会热可能会比较容易皱,1
店员杨明鑫非常不错给我推荐了门店自提教我怎么操作非常的耐心也省了不少钱又get到了一种新的购物方式这家优衣库非常好,1
听说有门店自提不错呢喜欢这里试试呗,1
门店自提的感觉有点旧旧的那个纸袋子装给我的领子那边有点翘起来了感觉不如选择邮寄173cm75kg l号正好如果春天做外套可能不是那么宽松,0
邱梦宇自提时态度很好还有帮忙推荐别的搭配很好很棒,1
自提下单更加优惠 很感谢店员的引导,1
挑选内衣的时候店员推荐网上下单还有优惠然后选择自提很划算谢谢,1
逛了很多优衣库的店   觉得还是最喜欢熙地港店  因为这里的店员都充满着热情  衣服也很多  还有门店自提服务  太棒了,1
收银员的微笑很棒前台接待很棒买单的速度很快还帮我用门店自提省了40块钱,1
门店自提选的沈阳大悦城店很收银员不专业啥呀不会自提负责人也是超级不认真我给她看两条短信她给我一件货品我等了很久差点迟到我很少给差评的这次我超级不开,0
很划算终于收到我需要的宝贝了东西很好价美物廉谢谢掌柜的说实在这是我淘宝购物来让我最满意的一次购物第一次在网上买东西然后选的门店自提省去了中间运输的时间去店里也能直接试 质量不错也很透气这款运动内衣穿着特别舒服跑步什么的也不会跑偏也闷值得推荐优衣库家的衣服真的很好穿 而且材质也都绝了无论是掌柜的态度还是对物品我都非常满意的掌柜态度很专业热情有问必答回复很快,1
对门店自提的服务非常满意,1
优衣库活动超级给力店里服务员看到我手拿线上有活动的商品很有耐心的给我推荐了网上下单门店自提很感谢,1
选的门店自提居然没给袋子,0
体验极差网上自提说有货到店里告知没有没有人给出合理解决方案无奈只能更换无法使用优惠卷也没得到合理的解释不了了之服务太应该提高了品牌做大服务流程确跟不上,0
今天来逛优衣库很划算1号领了优惠券另外两条裤子又下单门店自提又有优惠真的超级划算,1
衣服质量很好款式漂亮大方只是官网售价和实体店不一致实体店有货却不支持网上购买实体自提实体店价格比官网贵一百元不知道什么原因,0
前台服务员服务态度非常好还帮我在网上下单这边提货,1
昨天从网上下单优衣库门店自提迟迟收不到优惠券打电话实体店让我问淘宝客服但客服不回复真是最差的一次体验一个劲的推皮球,0
掌上旗舰店满88减20 很划算 店员主动帮我在网上下单 门店自提 很方便 优惠了二十块钱,1
选择的是门店自取合肥市之心城优衣库的营业员态度差的要死我抱着宝宝去拿货他就搁那忙着自己的事情根本不理会顾客我催促他麻烦快点帮我取货他才不情愿的找了同事去拿我抱着宝宝等了很长时间服务态度太差了这种人上岗前都不培训的么,0
门店自提的第二件运动系咧的了优衣库的真的好穿料子柔软舒服bra也比较合身喜欢喜欢以后再有活动可能还会回购黑色的哈哈,1
门店自提很好而且优惠服务很好 我特别特别满意,1
实体店自提的稍微有点大但是店员给打包的这件褶皱明显感觉很久的样子,0
